2.951729433652470203e+00	2.884890297387654012e+00	2.955217895321581523e+00	3.098648975563163877e+00	3.162016992158199535e+00	2.762801455010358787e+00	3.222308984141609933e+00	3.027337691735056957e+00	3.470953883683514984e+00	3.333333479315451431e+00	3.466245884441464753e+00	2.958829110731586276e+00	2.857998941938152182e+00	3.463786942081597875e+00	3.362688826187711477e+00	3.337208494067743558e+00	2.930603059599059090e+00	2.847638035809507251e+00	3.146188418282644950e+00	3.141129485623232576e+00	3.155488815868562114e+00	2.997732743477885986e+00	2.790048661510132533e+00	2.879961898753598870e+00	2.937550775580156870e+00	3.062043663269098825e+00	3.567171578230172724e+00	3.095209948269640687e+00	3.546311980028150845e+00	2.926064977455913318e+00
3.252025016724888751e+00	3.165868982797878317e+00	3.428682496848589611e+00	3.054467987603303403e+00	3.572809040358305044e+00	2.943801716263446888e+00	3.245782949017857799e+00	3.425609885990042347e+00	3.137419784168625547e+00	3.244527918359541907e+00	3.346482392388873350e+00	3.310766008804054916e+00	3.343659511792744343e+00	3.218181267653821287e+00	3.504107088023914685e+00	3.056065970032729506e+00	3.328226174358837053e+00	3.213524074052469093e+00	3.463791290399077738e+00	3.242370285168841626e+00	3.336424491926264668e+00	3.348204172415543578e+00	3.173128527991840642e+00	3.133281937843524378e+00	3.082850461987662438e+00	3.067347612514828459e+00	3.230212207044293571e+00	3.489540871053848914e+00	2.994069185108634734e+00	2.972266219216261440e+00
3.109509210502731769e+00	3.317253149742321661e+00	3.592567426101345607e+00	3.426567020778549910e+00	3.418751932371626445e+00	3.498654472621169464e+00	3.631621473455175053e+00	3.134993803062679607e+00	3.720296914705853997e+00	3.331352935346063582e+00	3.259269446071062060e+00	3.537573748739410995e+00	3.774134019224909320e+00	3.178111297903484900e+00	3.681874158565971111e+00	3.087455134687132396e+00	3.479805126386291469e+00	3.526921354960180111e+00	3.550751904248993007e+00	3.230560047660159917e+00	3.352779488257805252e+00	3.463158136931372422e+00	3.420662095167509964e+00	3.643032220962876266e+00	3.486307041353196468e+00	3.322251884682801748e+00	3.410864588356598226e+00	3.628312917844273677e+00	3.342935086888644047e+00	3.536207396072938991e+00
3.702173747189037023e+00	3.880898215705688603e+00	3.699640652235076210e+00	3.962890194894993723e+00	3.689717792980844457e+00	3.994835990233268852e+00	3.746120693384924483e+00	3.893423094577817434e+00	3.690572088835875508e+00	3.666499444911951677e+00	3.799648125207499394e+00	3.771938018981944918e+00	3.733730746960389979e+00	3.861262079164929251e+00	3.785321403139094265e+00	3.851872176665134262e+00	3.751048724175708671e+00	3.593277670299257487e+00	3.679039585799336098e+00	3.519567158664964612e+00	3.740229190901043221e+00	3.512245413922439496e+00	3.657801464642981948e+00	3.891481990555967663e+00	3.756166991780561126e+00	3.726946413138048975e+00	3.748891906565207766e+00	3.769744379586635219e+00	3.826872231750719333e+00	3.900212274081571451e+00
4.057640927647120144e+00	3.885023012752354621e+00	4.074111112775915089e+00	3.830978590732608158e+00	3.907698204732471314e+00	3.798675580630100690e+00	3.731482199847613312e+00	4.238140037655197645e+00	3.610262404361554101e+00	3.803931437579092467e+00	3.868727574937819824e+00	3.927561773566890402e+00	3.928714968879310820e+00	4.012131762712604299e+00	3.867728100636987687e+00	3.765749671403822330e+00	4.140017279687502771e+00	3.875353532455747985e+00	4.023172522771330861e+00	3.870276247848918771e+00	3.799333561577409757e+00	4.029078449554707397e+00	3.715100147278510345e+00	4.091981608082784660e+00	3.963222998239769090e+00	3.777447524095648212e+00	3.968331363361378372e+00	3.571287564487886090e+00	4.002195775584816317e+00	3.854663121778982848e+00
4.304290412958068579e+00	4.182894764878387406e+00	4.310281995374103836e+00	4.196221702313092550e+00	4.285483379418372429e+00	4.212843815249775581e+00	4.143702753694369356e+00	4.248140967053018358e+00	4.270271923885056609e+00	4.292361473623794943e+00	4.185278430574402186e+00	4.161038696732219044e+00	4.223621380586646268e+00	4.256309363594120043e+00	4.170732689828452244e+00	3.825796241701854949e+00	4.282078182891961404e+00	4.146660513514905055e+00	4.280300740625367695e+00	4.093989919468199012e+00	4.370737802634323543e+00	4.078420224971437413e+00	4.216783748686797395e+00	4.447131718882270768e+00	4.290520229350980763e+00	4.222099218008169785e+00	4.103757381603348797e+00	4.169173590476352054e+00	4.234293569435343407e+00	4.372592780042857008e+00
4.350728693650092183e+00	4.544886151236595673e+00	4.522235973678728982e+00	4.482336081752255730e+00	4.331518345838051509e+00	4.704535730944136240e+00	4.512219226508841885e+00	4.421958602489290513e+00	4.510893989583586894e+00	4.415326212798104777e+00	4.356303438968826214e+00	4.696826752650477665e+00	4.364171837523847408e+00	4.431994504597057905e+00	4.596079716685918193e+00	4.436207563445060842e+00	4.442382870102735026e+00	4.415993080299037032e+00	4.518510270658940620e+00	4.372743413051133565e+00	4.500112212537836776e+00	4.537940233684254032e+00	4.698708868587401888e+00	4.698736167506233130e+00	4.400970596363789511e+00	4.559177198607705428e+00	4.447938047637851611e+00	4.625778521999013293e+00	4.645657792437259737e+00	4.506757189714236667e+00
4.973787713318984061e+00	4.728936484235850557e+00	4.668419763318740756e+00	4.678887570149766972e+00	4.764587643107923931e+00	4.583971875966820875e+00	4.833153175657617595e+00	4.660051720554588606e+00	4.724070617493478785e+00	4.621098838813171739e+00	4.645769729171543183e+00	4.837965675861457981e+00	4.705493534915142995e+00	4.777045028357858492e+00	4.896870891664582892e+00	4.731222838361015093e+00	4.683323405994864075e+00	4.748373838295322891e+00	4.961218892667554670e+00	4.565574185082080128e+00	4.774370685103856538e+00	4.721047341809979869e+00	4.736258300209015282e+00	4.974494512575327043e+00	4.779424748696127878e+00	4.769544623771862391e+00	4.830201378979457338e+00	4.722986053100926007e+00	4.635282472017079769e+00	4.686272032485887529e+00
5.002868449070962065e+00	5.142425145828910971e+00	4.958447414294663957e+00	5.101526200875278860e+00	4.954704923656176874e+00	4.828542815217015338e+00	5.004324453149065377e+00	4.862466057341398695e+00	4.944169429419809525e+00	4.920641310390212020e+00	5.015691740822450839e+00	5.163346310576835130e+00	5.064841020260606896e+00	5.050948930884506360e+00	4.967451023243497410e+00	5.050714265032385519e+00	5.013801236708442133e+00	5.128024226017239506e+00	5.162661513974711625e+00	5.043129745478180936e+00	5.049915533715144456e+00	4.937644619143710223e+00	4.957246507884756959e+00	5.085814404890332874e+00	4.945531069397349988e+00	5.030015526827324557e+00	4.882975497896020478e+00	5.009519091097685006e+00	4.894863154160628227e+00	4.965640763174885564e+00
5.241369353525803909e+00	5.179837599718638330e+00	5.196271369483334013e+00	5.203116123959445005e+00	5.366345753644520045e+00	5.142653958615731824e+00	5.238832330361276490e+00	5.212790027615387345e+00	5.293326216976075749e+00	5.072569290513158968e+00	5.306373312550373811e+00	5.270136254313994684e+00	5.171178526429943467e+00	5.311057238721165419e+00	5.145534392421228453e+00	5.300993976035416111e+00	5.259037861922824852e+00	5.213495857173890080e+00	5.391782655531866197e+00	5.218509291755911939e+00	5.287645410427256998e+00	5.263594832705634552e+00	5.269415765586423994e+00	5.301902865977504931e+00	5.287534682512156969e+00	5.284056205719853239e+00	5.322616660757002904e+00	5.328976000110341893e+00	5.217901154739545966e+00	5.286818544401691966e+00
