4.14813 4.74923
4.08789 4.22476
7.35537 7.93999
4.64433 4.87469
10.8679 11.2897
6.66601 7.19795
4.44628 6.35277
5.87776 6.76307
6.93068 7.59662
4.8859 7.73728
3.91409 4.36519
4.41238 5.36496
4.53056 5.79857
6.87492 7.35537
3.73519 4.56384
6.17365 8.27962
5.49335 5.54087
6.3513 6.39354
6.10733 6.52105
4.29775 4.41238
4.65638 4.95003
6.04406 6.82191
13.4534 14.4228
6.72887 7.50462
7.50462 8.71866
5.04551 5.49335
2.97304 4.4343
5.17939 5.66618
4.82533 5.30973
4.49109 4.85343
4.29775 5.36496
4.48853 5.17772
5.9185 8.51071
5.97828 7.42586
9.39581 10.5997
8.8813 8.93119
3.43685 3.70431
2.98041 3.43685
6.92276 8.18287
6.3513 6.88833
3.57815 3.91409
10.6049 10.8103
9.56252 12.9063
8.10184 8.55519
5.49425 5.57397
8.76467 9.65645
4.77276 4.92291
6.83946 6.87492
5.3204 5.35965
4.0273 4.1882
4.24699 4.65638
5.67929 6.25648
5.81226 6.5904
3.2392 4.15862
4.44628 6.25648
4.8859 6.64605
3.18021 3.2392
6.83946 7.67467
5.92067 7.94319
6.23613 6.6138
2.97304 4.42136
4.08789 4.57381
7.89853 8.10716
6.29937 8.27626
5.19751 5.46063
6.17365 7.80269
4.53772 6.50449
8.46537 9.08093
5.92067 6.29937
6.72887 6.92276
9.29589 10.1814
6.98031 7.19795
4.30209 4.62286
5.54087 6.39041
6.54304 6.64605
4.82533 5.57397
6.87395 7.32166
4.53772 8.10716
5.44067 5.6934
5.01677 5.50976
5.9185 8.9934
4.53056 5.30973
2.98041 3.70431
7.32499 7.89403
5.73212 5.85989
6.93068 7.32166
6.93902 7.48038
8.71307 9.70741
5.66618 7.68412
8.63581 8.74887
4.1882 4.57381
7.36972 9.33659
6.50449 7.89853
8.29842 8.50806
5.3204 5.44067
8.63581 9.39581
4.48853 5.46422
3.57815 5.06545
4.36519 5.25466
3.18021 4.15862
