2.158317074780569556e+00	2.558376812952058987e+00	2.343076763390422812e+00	2.273528051419742013e+00	2.057080693038622066e+00	2.289874167869613064e+00	2.158925827160381949e+00	1.882335370925526608e+00	2.389735696106323637e+00	2.378679371277580668e+00	2.078016977858337722e+00	2.137204465099566519e+00	2.382598310711351086e+00	2.293802209177084439e+00	2.164009364159899196e+00	2.507421214506092344e+00	2.315069154203246882e+00	2.001339815787789966e+00	2.397344934888070878e+00	2.186153628253052705e+00	2.391612252689454099e+00	2.396251523272888040e+00	2.090168337012605626e+00	2.192601214046376867e+00	2.208500678848010601e+00	2.472100477214804748e+00	2.406618680081090922e+00	2.405587893966443680e+00	1.749835439770223156e+00	2.199623531201866822e+00
2.582205336080504843e+00	2.580626616309538157e+00	2.087491587978006269e+00	2.527585876305983081e+00	2.553268071308794962e+00	2.347571871389102949e+00	1.979777146905445484e+00	2.209120827327132552e+00	2.427584436621768926e+00	2.706673782576996423e+00	2.654164091188926378e+00	2.467710674036105001e+00	2.231119865363986321e+00	2.437179714578237899e+00	2.701197628994551625e+00	1.864141784827861636e+00	2.470125441189275239e+00	2.272945258702526505e+00	2.123570803979377697e+00	2.841623542862011131e+00	2.766565040488203842e+00	2.374348142995440725e+00	2.457669653771150209e+00	2.353830476314632048e+00	2.406028894058922507e+00	2.448675001478078705e+00	2.407161155748430925e+00	2.477239553481861645e+00	2.462644824739911531e+00	2.635839297922374147e+00
2.518814112998155164e+00	2.500173994065334249e+00	2.412524690741888467e+00	2.579032463802999775e+00	2.738589874223618104e+00	2.325190647653611276e+00	2.588513728625772004e+00	2.372093450660296643e+00	2.786682878879664482e+00	2.576686021298546514e+00	2.404418191043676600e+00	2.854300819186818217e+00	2.599327197597076644e+00	2.236610662818730777e+00	2.683818910019885262e+00	2.552135628536169154e+00	2.633527860635875850e+00	2.690034535798551563e+00	2.547821095943402891e+00	2.608876286507279652e+00	2.505112785340435799e+00	2.235989858237775962e+00	2.260428514008489653e+00	2.616922147888299133e+00	2.528370755908631473e+00	2.062313308688174196e+00	2.539453218293910464e+00	2.551180243198427178e+00	2.483523240620221451e+00	2.633067652461708708e+00
2.932197983125077290e+00	2.624011345440449450e+00	2.773870426988718219e+00	2.895064147126228171e+00	2.633616076056324307e+00	2.865905466263266366e+00	2.704148517159258081e+00	2.708413690717103695e+00	2.898214499976641267e+00	2.638630349166157796e+00	2.672863710583790464e+00	2.517221867895505394e+00	2.575564073237015084e+00	2.857706480850167541e+00	2.707148193039719875e+00	2.709707423322211817e+00	2.677543533800692099e+00	2.828391132247496831e+00	2.825716104790546801e+00	2.475635755988442988e+00	2.782374420936259529e+00	2.663643108863133602e+00	2.736024773022756484e+00	2.794430431287625805e+00	2.570696272849811503e+00	2.797659957559044841e+00	2.414930238272825047e+00	2.657847757694404844e+00	2.880433235366702593e+00	2.965130392141866356e+00
3.142145859869089897e+00	2.861487362118873889e+00	2.956652478640000137e+00	2.730108921340283157e+00	2.823917442534098488e+00	2.667087858680081691e+00	2.824606762982002639e+00	2.782770388019729868e+00	2.943834968996729362e+00	2.680257565539608144e+00	2.749673658995946735e+00	2.994648221201001270e+00	2.653267178250970471e+00	2.526663987929922861e+00	2.555138864811815402e+00	2.911437052117449298e+00	2.647976703343365656e+00	2.513404642078271412e+00	2.679795708884705530e+00	2.732072772899091451e+00	2.871938386417111744e+00	2.914826915841717714e+00	2.693415041979882574e+00	2.621280975317719530e+00	2.737099588390742078e+00	2.893681392325325064e+00	2.598546257168555584e+00	2.651931444167767271e+00	2.520080367977609370e+00	2.611219699958308382e+00
2.777285218138586753e+00	2.951731061800379141e+00	2.932170004003235686e+00	2.931022462675752394e+00	3.113316719433172786e+00	2.920634991012256432e+00	2.838272924738739267e+00	2.805892915321474668e+00	2.917030763796226278e+00	3.202377955913875418e+00	3.017243839589320409e+00	2.768398146190283793e+00	2.817604681273834455e+00	2.739673436179519417e+00	2.958928345115390268e+00	3.042346358142509644e+00	2.726576638501349237e+00	3.274883763279062165e+00	2.879300555303929698e+00	2.935851814845471086e+00	2.977501390823053651e+00	3.275837197745889107e+00	2.896402969162732433e+00	2.677967051745868687e+00	2.797988121088184954e+00	2.759096083971367186e+00	3.119932904311603306e+00	2.855933555637753862e+00	2.744880852373423608e+00	2.871631035196374970e+00
3.001837487503717927e+00	3.075144417829796417e+00	3.162179324550602910e+00	2.952720140200197019e+00	2.830022900340636305e+00	3.018811562198684850e+00	3.063393020198632577e+00	2.855967468280333765e+00	3.132238831228686404e+00	3.048775094135424357e+00	3.094534693368673484e+00	2.747289628512063153e+00	3.164033648106657992e+00	3.048277618820988355e+00	2.795621184265554948e+00	3.182782102021658677e+00	2.930938268375916422e+00	3.219509788592007649e+00	2.933640433654910673e+00	3.278491418377126987e+00	3.238501311921621717e+00	3.237616800902874736e+00	3.199385931737478650e+00	3.338451537588946749e+00	2.986377938430000878e+00	3.223348618097433338e+00	3.142137651280394905e+00	3.003006989050212017e+00	2.823624065034687547e+00	3.177425460841427629e+00
3.352822134762807327e+00	3.114264361517748991e+00	3.308672341185896482e+00	3.263452894505052271e+00	3.340475075028638052e+00	3.460615686131892410e+00	3.113043663048894238e+00	3.453972651148497164e+00	3.316523282717129373e+00	3.295075475476150650e+00	3.196025884980752796e+00	3.303651482184438049e+00	3.221151078769706633e+00	3.174303264561551874e+00	3.292575407297506196e+00	3.272287410587146006e+00	3.437772067250165264e+00	3.357305621616764935e+00	3.055479339146941697e+00	3.241161212683190129e+00	3.535333491830221497e+00	3.357591232226231348e+00	3.229011843292584061e+00	2.946002766993468747e+00	3.111501130200527321e+00	3.291707333187384510e+00	3.270406013163726477e+00	3.393776707769535772e+00	3.318771943713125783e+00	3.157775153839454951e+00
3.478155345177663005e+00	3.587719682379505226e+00	3.546000404862294175e+00	3.304094404745282265e+00	3.507822683236454520e+00	3.634420341391412457e+00	3.467225665629725118e+00	3.462002046151614110e+00	3.458663125392646087e+00	3.684258264977342545e+00	3.385173900305564754e+00	3.481684696037782523e+00	3.529126569485511844e+00	3.307926448835195821e+00	3.673672906112349867e+00	3.492024401023224200e+00	3.452641323722434041e+00	3.558245213027169562e+00	3.631103020490519029e+00	3.582150597881276877e+00	3.683991664971538071e+00	3.660434927594018450e+00	3.493146545807169989e+00	3.560291416273519527e+00	3.647714432316810029e+00	3.451610170227238150e+00	3.423685670802035563e+00	3.753291605918925633e+00	3.617237829676205330e+00	3.549448745646167858e+00
3.729095597722642097e+00	3.662880968416435845e+00	3.642920606032505670e+00	3.801219913196955957e+00	3.803078745818807338e+00	3.860620085117646205e+00	3.763741171910808703e+00	3.738715798256562639e+00	3.766935078195359221e+00	3.663561046647116903e+00	3.589411451822613675e+00	3.886194446819172033e+00	3.887756894352265125e+00	3.940386266146501004e+00	3.775975930591127128e+00	3.628228600088719169e+00	3.808792083496968850e+00	3.512753288604824498e+00	3.831506901060674153e+00	3.759105285524003026e+00	3.783559360999446231e+00	3.864292421599953897e+00	3.513435534804158156e+00	3.702184502316725023e+00	3.746760135969408712e+00	3.827436051614102830e+00	3.894181716890640299e+00	3.765511584967481618e+00	3.835548770974372523e+00	3.496395204314258098e+00
