0.00517049 -0
0.0056016 0.0100503
0.00662768 0.0202027
0.00735049 0.0304592
0.00861292 0.040822
0.0130078 0.0512933
0.0144052 0.0618754
0.0156209 0.0725707
0.0183768 0.0833816
0.0191858 0.0943107
0.0220446 0.105361
0.0223525 0.116534
0.0249496 0.127833
0.0260703 0.139262
0.0263225 0.150823
0.0284073 0.162519
0.0307033 0.174353
0.0309748 0.18633
0.0329316 0.198451
0.0380783 0.210721
0.0391748 0.223144
0.0454063 0.235722
0.048409 0.248461
0.0493849 0.261365
0.0544474 0.274437
0.0548785 0.287682
0.0587975 0.301105
0.0611552 0.314711
0.062 0.328504
0.0630978 0.34249
0.0655458 0.356675
0.0675512 0.371064
0.0695786 0.385662
0.0701929 0.400478
0.0719135 0.415515
0.0748146 0.430783
0.0749402 0.446287
0.0751226 0.462035
0.0764809 0.478036
0.0767749 0.494296
0.0775898 0.510826
0.0811688 0.527633
0.0843466 0.544727
0.08504 0.562119
0.0880758 0.579818
0.0897359 0.597837
0.0898281 0.616186
0.0909918 0.634878
0.091745 0.653926
0.0920268 0.673345
0.0937352 0.693147
0.0956622 0.71335
0.0967921 0.733969
0.096897 0.755023
0.108065 0.776529
0.10908 0.798508
0.109111 0.820981
0.112316 0.84397
0.115215 0.867501
0.120565 0.891598
0.121063 0.916291
0.125644 0.941609
0.135325 0.967584
0.1403 0.994252
0.142495 1.02165
0.142647 1.04982
0.142839 1.07881
0.144228 1.10866
0.149946 1.13943
0.158695 1.17118
0.167229 1.20397
0.185454 1.23787
0.194185 1.27297
0.195474 1.30933
0.196697 1.34707
0.200365 1.38629
0.216836 1.42712
0.217435 1.46968
0.221796 1.51413
0.234179 1.56065
0.236562 1.60944
0.246766 1.66073
0.249858 1.7148
0.268235 1.77196
0.272942 1.83258
0.293508 1.89712
0.293866 1.96611
0.299864 2.04022
0.304641 2.12026
0.307669 2.20727
0.34155 2.30259
0.347598 2.40795
0.356823 2.52573
0.360067 2.65926
0.363243 2.81341
0.396862 2.99573
0.399784 3.21888
0.418408 3.50656
0.459696 3.91202
0.580322 4.60517
